## file created 24.Feb.2016 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4A0000A8  11   5   t    8       6          1              1      HT    -1    40      0
 4A0004A8  11   5   t    8       6          5              1      HT    -9    40      0
 4A0005A7  11   5   t    8       6          6              0      HT   -11    39      0
 4A0003A7  11   5   t    8       6          4              0      HT    -7    39      0
 4A0001A7  11   5   t    8       6          2              0      HT    -3    39      0
 4A0002A7  11   5   t    8       6          3              0      HT    -5    39      0
 4A0000A7  11   5   t    8       6          1              0      HT    -1    39      0
 4A0004A7  11   5   t    8       6          5              0      HT    -9    39      0
 4A000528  11   5   t    8       6          5              3      HT   -10    40      0
 4A000328  11   5   t    8       6          3              3      HT    -6    40      0
 4A000128  11   5   t    8       6          1              3      HT    -2    40      0
 4A000428  11   5   t    8       6          4              3      HT    -8    40      0
 4A000228  11   5   t    8       6          2              3      HT    -4    40      0
 4A000628  11   5   t    8       6          6              3      HT   -12    40      0
 4A000527  11   5   t    8       6          5              2      HT   -10    39      0
 4A000327  11   5   t    8       6          3              2      HT    -6    39      0
 4A000127  11   5   t    8       6          1              2      HT    -2    39      0
 4A000427  11   5   t    8       6          4              2      HT    -8    39      0
 4A000227  11   5   t    8       6          2              2      HT    -4    39      0
 4A000627  11   5   t    8       6          6              2      HT   -12    39      0
 4A0005AA  11   5   b    8       7          6              1      HT   -11    42      0
 4A0003AA  11   5   b    8       7          4              1      HT    -7    42      0
 4A0001AA  11   5   b    8       7          2              1      HT    -3    42      0
 4A0002AA  11   5   b    8       7          3              1      HT    -5    42      0
 4A0000AA  11   5   b    8       7          1              1      HT    -1    42      0
 4A0004AA  11   5   b    8       7          5              1      HT    -9    42      0
 4A0005A9  11   5   b    8       7          6              0      HT   -11    41      0
 4A0003A9  11   5   b    8       7          4              0      HT    -7    41      0
 4A0001A9  11   5   b    8       7          2              0      HT    -3    41      0
 4A0002A9  11   5   b    8       7          3              0      HT    -5    41      0
 4A0000A9  11   5   b    8       7          1              0      HT    -1    41      0
 4A0004A9  11   5   b    8       7          5              0      HT    -9    41      0
 4A00052A  11   5   b    8       7          5              3      HT   -10    42      0
 4A00032A  11   5   b    8       7          3              3      HT    -6    42      0
 4A00012A  11   5   b    8       7          1              3      HT    -2    42      0
 4A00042A  11   5   b    8       7          4              3      HT    -8    42      0
 4A00022A  11   5   b    8       7          2              3      HT    -4    42      0
 4A00062A  11   5   b    8       7          6              3      HT   -12    42      0
 4A000529  11   5   b    8       7          5              2      HT   -10    41      0
 4A000329  11   5   b    8       7          3              2      HT    -6    41      0
 4A000129  11   5   b    8       7          1              2      HT    -2    41      0
 4A000429  11   5   b    8       7          4              2      HT    -8    41      0
 4A000229  11   5   b    8       7          2              2      HT    -4    41      0
 4A000629  11   5   b    8       7          6              2      HT   -12    41      0
 4A000728  11   6   t    8       8          1              3      HT   -14    40      0
 4A0007A8  11   6   t    8       8          2              1      HT   -15    40      0
 4A0006A8  11   6   t    8       8          1              1      HT   -13    40      0
 4A000828  11   6   t    8       8          2              3      HT   -16    40      0
 4A000727  11   6   t    8       8          1              2      HT   -14    39      0
 4A0007A7  11   6   t    8       8          2              0      HT   -15    39      0
 4A0006A7  11   6   t    8       8          1              0      HT   -13    39      0
 4A000827  11   6   t    8       8          2              2      HT   -16    39      0
 4A0008A8  11   6   t    8       8          3              1      HT   -17    40      0
 4A000CA7  11   6   t    8       8          4              0      HT   -25    39      0
 4A000CA8  11   6   t    8       8          4              1      HT   -25    40      0
 4A000928  11   6   t    8       8          3              3      HT   -18    40      0
